loss,val_loss
0.09170250594615936,0.21687838435173035
0.03045346401631832,0.26851722598075867
0.015903379768133163,0.2805410325527191
0.014149007387459278,0.27311471104621887
0.010454831644892693,0.2756383717060089
0.010194514878094196,0.27793118357658386
0.0075318035669624805,0.2932482361793518
0.00741402106359601,0.28245729207992554
0.006391268223524094,0.2624947130680084
0.008584737777709961,0.27467405796051025
0.0038238652050495148,0.2716006934642792
0.005495964549481869,0.27218204736709595
0.004757649730890989,0.27366694808006287
0.005264197010546923,0.2646760642528534
0.004696385934948921,0.28162145614624023
0.0038148958701640368,0.2701846957206726
0.003554483875632286,0.26604896783828735
0.002833195962011814,0.2800033688545227
0.005509336944669485,0.28131628036499023
0.00283208885230124,0.27411970496177673
0.002573531586676836,0.28699246048927307
0.004882365465164185,0.2741739749908447
0.00291450135409832,0.27074286341667175
0.0031829806976020336,0.27384454011917114
0.004833260551095009,0.27080997824668884
0.0030064829625189304,0.270425021648407
0.0034096729941666126,0.25660020112991333
0.003018347080796957,0.29579710960388184
0.0024691864382475615,0.266849160194397
0.002558675827458501,0.28785401582717896
0.0044214059598743916,0.27562904357910156
0.0025647676084190607,0.29166316986083984
0.002294903853908181,0.29137590527534485
0.0032122957054525614,0.27916184067726135
0.003422430483624339,0.28814461827278137
0.0023969775065779686,0.28576740622520447
0.003100993111729622,0.283069372177124
0.0025694381911307573,0.29725325107574463
0.003468130948022008,0.31060072779655457
0.0035454912576824427,0.28260961174964905
0.002375140320509672,0.2967330813407898
0.0022623110562562943,0.2970532476902008
0.0035314469132572412,0.310456246137619
0.0027492402587085962,0.2966196537017822
0.002267591655254364,0.28883638978004456
0.002216536086052656,0.3031758964061737
0.002232894068583846,0.29605117440223694
0.002216811990365386,0.299490362405777
0.0033689518459141254,0.2837659418582916
0.003174767130985856,0.2951256334781647
0.002336262259632349,0.27894318103790283
