loss,val_loss
0.10828185081481934,0.22167204320430756
0.04417067766189575,0.244420126080513
0.024495340883731842,0.26873505115509033
0.017272084951400757,0.2846567928791046
0.013126514852046967,0.28443077206611633
0.010253220796585083,0.2849277853965759
0.011025240644812584,0.27937355637550354
0.0077775390818715096,0.30326712131500244
0.0077406433410942554,0.2843548357486725
0.006809082347899675,0.28880125284194946
0.006164714228361845,0.2916976511478424
0.007879486307501793,0.2855354845523834
0.006196524947881699,0.2730216681957245
0.004150290973484516,0.30818143486976624
0.004233232233673334,0.3011642098426819
0.00727197015658021,0.29066434502601624
0.005931535270065069,0.3186899721622467
0.00388209312222898,0.3321736454963684
0.003549394430592656,0.30547279119491577
0.006378593854606152,0.30927446484565735
0.004041615407913923,0.3044764995574951
0.0034661851823329926,0.30459171533584595
0.005829138681292534,0.31187936663627625
0.003612577449530363,0.3075523376464844
0.0031512524001300335,0.3056933879852295
0.005479174200445414,0.2855677306652069
0.003489634022116661,0.29268380999565125
0.003765485715121031,0.3127242624759674
0.0029323878698050976,0.31400999426841736
0.0027357700746506453,0.31497156620025635
0.0029605289455503225,0.3112902343273163
0.009626324288547039,0.3031836450099945
0.004293376579880714,0.2535484731197357
0.004642133135348558,0.28020790219306946
0.004582299385219812,0.2881629765033722
0.0030384960118681192,0.29763153195381165
0.0028812203090637922,0.2942866384983063
0.0030509657226502895,0.28159627318382263
0.002849554643034935,0.2945334315299988
0.005221869330853224,0.29169005155563354
0.0032347231172025204,0.2797832787036896
0.003034373512491584,0.2801150381565094
0.004245308227837086,0.29234760999679565
0.004515938460826874,0.3156670331954956
0.0036064148880541325,0.31100502610206604
0.0025168275460600853,0.29802215099334717
0.0021506117191165686,0.30873358249664307
0.0034257874358445406,0.2871863842010498
0.0032104102429002523,0.2876812517642975
0.003501820843666792,0.2982339859008789
0.0031719894614070654,0.287256121635437
