loss,val_loss
0.10654699802398682,0.21911877393722534
0.03931306675076485,0.25645244121551514
0.020807908847928047,0.2548261284828186
0.014985855668783188,0.2393481731414795
0.011957623064517975,0.23189686238765717
0.009836542420089245,0.2573433220386505
0.007164439186453819,0.2998219430446625
0.009322023019194603,0.2833085358142853
0.006721226964145899,0.2944064438343048
0.006670475471764803,0.29854637384414673
0.006224519573152065,0.29045790433883667
0.005011271219700575,0.3030715584754944
0.004072421230375767,0.29961076378822327
0.006450214423239231,0.273189902305603
0.004307243041694164,0.2779223322868347
0.004925855435431004,0.3018692433834076
0.003283547703176737,0.3077813386917114
0.003617423353716731,0.31113138794898987
0.002794679719954729,0.30540189146995544
0.003872583620250225,0.30514708161354065
0.0037642931565642357,0.30953532457351685
0.003560370299965143,0.29601508378982544
0.003983483184129,0.296567440032959
0.0029915545601397753,0.28933602571487427
0.002628553891554475,0.2862820327281952
0.003777329111471772,0.29528528451919556
0.0023228786885738373,0.2964455485343933
0.002419830998405814,0.30237480998039246
0.004380090162158012,0.2979218363761902
0.002900785766541958,0.2998669743537903
0.002793567953631282,0.3107471168041229
0.0026679495349526405,0.3082817792892456
0.0021166682709008455,0.30702853202819824
0.002277653431519866,0.2871900200843811
0.0034010112285614014,0.3020879030227661
0.002538754604756832,0.3064727187156677
0.002509361132979393,0.2939479649066925
0.0025423294864594936,0.3078659772872925
0.002058289246633649,0.31221526861190796
0.0020654622931033373,0.30653688311576843
0.002052533673122525,0.29351815581321716
0.0020689344964921474,0.30524003505706787
0.004087912384420633,0.31084248423576355
0.0021827812306582928,0.3055190145969391
0.0020302864722907543,0.3007333278656006
0.0020559225231409073,0.3075854480266571
0.0023185345344245434,0.30036914348602295
0.003620530478656292,0.3203866481781006
0.002391217742115259,0.29687151312828064
0.0029051764868199825,0.3067128658294678
0.002105398802086711,0.30930382013320923
