loss,tf_rap,val_loss,val_tf_rap
0.2728080451488495,0.8751893639564514,1.100171446800232,0.3370882570743561
0.09757515043020248,0.9739226698875427,1.9514480829238892,0.33183491230010986
0.04643310233950615,0.9907351732254028,1.98505437374115,0.33247411251068115
0.03101779893040657,0.9952166080474854,2.5861997604370117,0.33006542921066284
0.018495379015803337,0.9981567859649658,2.6891207695007324,0.32768866419792175
0.016324805095791817,0.997978925704956,2.8274619579315186,0.33532410860061646
0.0122676407918334,0.9993643760681152,3.2298076152801514,0.33247601985931396
0.016738012433052063,0.9980034232139587,2.7858502864837646,0.3286174237728119
0.013689033687114716,0.9979670643806458,2.0986244678497314,0.3289177715778351
0.007515436038374901,0.9994622468948364,3.6491940021514893,0.32926931977272034
0.009151884354650974,0.9987567663192749,2.9158244132995605,0.3322833180427551
0.005364042706787586,0.9998146891593933,2.433366060256958,0.33117249608039856
0.010658163577318192,0.9991238117218018,3.560547351837158,0.33170026540756226
0.003333398373797536,0.999871015548706,4.395068645477295,0.3287815749645233
0.010858005844056606,0.9992601871490479,3.639922618865967,0.32976436614990234
0.0015128469094634056,1.0,4.356736660003662,0.33058106899261475
0.0011624217731878161,1.0,4.547996997833252,0.33125782012939453
0.010965567082166672,0.998810887336731,3.469160556793213,0.3276680111885071
0.005254093557596207,0.9997135400772095,3.867875576019287,0.3259309232234955
0.005984781309962273,0.9996189475059509,3.9247562885284424,0.3280034363269806
0.0027684392407536507,0.9998161792755127,3.1367053985595703,0.33031076192855835
0.005598706658929586,0.9996582865715027,4.057241916656494,0.331619530916214
0.0011751228012144566,1.0,4.427458763122559,0.33168601989746094
0.0010844117496162653,1.0,4.594984531402588,0.33208438754081726
0.002002640627324581,0.9999387264251709,4.9547553062438965,0.32768431305885315
0.0012615082086995244,0.9999414682388306,5.21253776550293,0.32701733708381653
0.0010808988008648157,1.0,5.306931495666504,0.3276090621948242
0.0011768423719331622,1.0,5.490758895874023,0.3278270959854126
0.0011902903206646442,1.0,5.850419998168945,0.3302690088748932
0.021112103015184402,0.9966989755630493,4.242886066436768,0.3300248086452484
0.0013863745843991637,1.0,4.897437572479248,0.32869914174079895
0.001172930933535099,1.0,5.087321758270264,0.3307587504386902
0.0012573343701660633,1.0,5.2674336433410645,0.33070918917655945
0.0011210324009880424,0.9999440908432007,5.4540791511535645,0.330761194229126
0.0012577163288369775,0.9999414682388306,5.575733661651611,0.33023035526275635
0.00941214244812727,0.9984726309776306,2.4183874130249023,0.3297831416130066
0.003942019306123257,0.9998846054077148,4.760347843170166,0.32668212056159973
0.0011837489437311888,1.0,4.931159496307373,0.32680365443229675
0.00122920167632401,1.0,5.171992778778076,0.3286198675632477
0.0010948823764920235,1.0,5.341711521148682,0.3285265862941742
0.0011445855489000678,1.0,5.62391996383667,0.3287625312805176
0.012259706854820251,0.9981507062911987,4.40762186050415,0.33002960681915283
0.0025984710082411766,0.9998700618743896,4.416087627410889,0.3289243280887604
0.002869389718398452,0.9999414682388306,4.068197250366211,0.3311612010002136
0.0016932968283072114,0.9999322891235352,4.6082892417907715,0.33224430680274963
0.0012864526361227036,1.0,5.245403289794922,0.3308461904525757
0.0011074260110035539,1.0,5.282053470611572,0.33148351311683655
0.0011180562432855368,1.0,5.42008113861084,0.33203527331352234
0.0011912924237549305,0.9999463558197021,5.325774192810059,0.33052223920822144
0.0012883245944976807,1.0,5.533052921295166,0.33077874779701233
0.0012474781833589077,1.0,5.683265686035156,0.33051255345344543
