loss,tf_rap,accuracy,binary_crossentropy,val_loss,val_tf_rap,val_accuracy,val_binary_crossentropy
0.12816274166107178,0.7431727647781372,0.8258087635040283,0.45507124066352844,0.1619659662246704,,0.7844566106796265,0.5956482887268066
0.04182542487978935,0.9364367723464966,0.9547476172447205,0.18841306865215302,0.0577114038169384,,0.9259259104728699,0.27335280179977417
0.0226951502263546,0.9717601537704468,0.9763773083686829,0.11354221403598785,0.06108378246426582,,0.9168184399604797,0.2608742117881775
0.015424207784235477,0.982235848903656,0.9840137362480164,0.07959979772567749,0.0386568158864975,,0.9538555145263672,0.22349564731121063
0.01026827096939087,0.9895007014274597,0.9895732998847961,0.055098969489336014,0.048907648772001266,,0.9441408514976501,0.3802889585494995
0.00787067599594593,0.9917108416557312,0.9923635125160217,0.04209532588720322,0.042277611792087555,,0.9483910202980042,0.26077574491500854
0.007502438500523567,0.9900845289230347,0.9927201867103577,0.0453512966632843,0.033309634774923325,,0.9635701179504395,0.2511613667011261
0.00643573235720396,0.9946759343147278,0.9939369559288025,0.03837890550494194,0.04390418529510498,,0.9483910202980042,0.2160128504037857
0.006213220302015543,0.9943123459815979,0.9937691688537598,0.034607116132974625,0.04180137440562248,,0.9526411890983582,0.3059903681278229
0.0049038901925086975,0.9954956769943237,0.9955523610115051,0.031003981828689575,0.034165240824222565,,0.9605343341827393,0.24370072782039642
0.004751495085656643,0.9959752559661865,0.9955103993415833,0.02884461171925068,0.0370497964322567,,0.9550698399543762,0.25416848063468933
0.0032428044360131025,0.998476505279541,0.9972516894340515,0.021261287853121758,0.03351369500160217,,0.9635701179504395,0.28904959559440613
0.003981667570769787,0.9976418018341064,0.9963705539703369,0.025450335815548897,0.03038707934319973,,0.9653916358947754,0.15972518920898438
0.003422548295930028,0.9967916011810303,0.9969160556793213,0.023085299879312515,0.030788999050855637,,0.9672130942344666,0.2120039165019989
0.0024157636798918247,0.9982397556304932,0.9980279207229614,0.01861295849084854,0.04152589663863182,,0.9520339965820312,0.2904505729675293
0.0033071159850806,0.9978266358375549,0.9971887469291687,0.024034801870584488,0.03501232713460922,,0.9623557925224304,0.27072933316230774
0.0021772205363959074,0.999236524105072,0.9984265565872192,0.017352651804685593,0.03161180764436722,,0.9659987688064575,0.22702252864837646
0.0028264636639505625,0.9977246522903442,0.9974405169487,0.020751627162098885,0.03165784478187561,,0.9653916358947754,0.3330449163913727
0.0016589902807027102,0.999806821346283,0.9988041520118713,0.014939676970243454,0.028874563053250313,,0.9708561301231384,0.34762445092201233
0.003342666197568178,0.99691241979599,0.9970629215240479,0.02455880306661129,0.031058816239237785,,0.9647844433784485,0.20914950966835022
0.0020831837318837643,0.9993176460266113,0.9983216524124146,0.016376715153455734,0.02717669866979122,,0.9726775884628296,0.21920494735240936
0.001638932735659182,0.998471736907959,0.998909056186676,0.016118239611387253,0.026590654626488686,,0.9732847809791565,0.23911960422992706
0.0017455380875617266,0.999110996723175,0.9987412691116333,0.015868259593844414,0.03051697090268135,,0.9672130942344666,0.204793319106102
0.001852922490797937,0.9986565709114075,0.9985944032669067,0.016578204929828644,0.026511402800679207,,0.9708561301231384,0.19938799738883972
0.0017470641760155559,0.9988978505134583,0.9987412691116333,0.015594182536005974,0.03601577877998352,,0.9599271416664124,0.32420581579208374
0.0024091252125799656,0.9968438148498535,0.9980698823928833,0.019275235012173653,0.029337739571928978,,0.9690346121788025,0.2344479262828827
0.0015984943602234125,0.9987103343009949,0.998930037021637,0.014959842897951603,0.028185032308101654,,0.9696417450904846,0.19804194569587708
0.0013171443715691566,0.9989989399909973,0.999244749546051,0.014885521493852139,0.029151858761906624,0.011698415502905846,0.9696417450904846,0.24606670439243317
0.0009341801051050425,0.9994717240333557,0.9996013641357422,0.011873473413288593,0.027625825256109238,,0.9714632630348206,0.2958870232105255
0.002006154041737318,0.9978762269020081,0.9983006715774536,0.01759306900203228,0.0308223906904459,,0.9672130942344666,0.1914057433605194
0.001727819675579667,0.9985110759735107,0.9988251328468323,0.016536297276616096,0.02728724107146263,,0.9708561301231384,0.18112221360206604
0.0007824921631254256,0.9999227523803711,0.9997901916503906,0.011239013634622097,0.0284639410674572,0.02838464267551899,0.9702489376068115,0.24442099034786224
0.002648909343406558,0.9977075457572937,0.9974405169487,0.019317923113703728,0.03411455452442169,,0.9629629850387573,0.3085832893848419
0.0009248638525605202,0.9997574090957642,0.999664306640625,0.011361990123987198,0.027069367468357086,0.009398156777024269,0.9726775884628296,0.16572560369968414
0.0008172881789505482,0.9997686147689819,0.9996852874755859,0.01110187079757452,0.029144400730729103,0.029110120609402657,0.9690346121788025,0.19977962970733643
0.0018587881932035089,0.9985886812210083,0.9985734224319458,0.01650211215019226,0.03249993175268173,,0.9659987688064575,0.32240912318229675
0.0013141795061528683,0.9988498091697693,0.9990978837013245,0.013569029979407787,0.03063264675438404,,0.9678202867507935,0.20026253163814545
0.0010586953721940517,0.9994432330131531,0.9994545578956604,0.012184864841401577,0.02909635752439499,0.0007750752847641706,0.9696417450904846,0.23575584590435028
0.0006072755204513669,0.9999627470970154,0.9999160766601562,0.01016739197075367,0.02886948548257351,,0.9696417450904846,0.18228532373905182
0.0005829042056575418,0.9999053478240967,0.9999370574951172,0.010031393729150295,0.028255462646484375,,0.9714632630348206,0.21850523352622986
0.002215895103290677,0.998255729675293,0.9979440569877625,0.017068417742848396,0.029162688180804253,,0.9684274196624756,0.1766238659620285
